dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
9/1/2025,9/1/2025 18:28,CUST000000117397,678640,1,2E+12,Two,GBP,6,1%,2,web,
9/1/2025,9/1/2025 18:28,CUST000000117397,678640,2,2E+12,3,GBP,324,19%,95,web,
9/1/2025,9/1/2025 18:28,CUST000000117397,678640,3,2E+12,1,GBP,659,34%,22,web,
9/1/2025,9/1/2025 18:28,CUST000000117397,678640,4,2E+12,1,GBP,23,4%,2,web,
9/1/2025,9/1/2025 6:15,CUST000000052275,678641,1,2E+12,1,SGD,26,15%,5,app,FEST20
9/1/2025,9/1/2025 9:43,CUST000000259307,678642,1,2E+12,1,SGD,19,1%,3,web,
9/1/2025,9/1/2025 4:13,CUST000000280463,678643,1,2E+12,1,AUD,58,2%,7,web,SAVE50
9/1/2025,9/1/2025 4:13,CUST000000280463,678643,2,2E+12,Two,AUD,84,10%,8,web,SAVE50
9/1/2025,9/1/2025 15:53,CUST000000134082,678644,1,2E+12,Two,CAD,93,5%,22,app,
9/1/2025,9/1/2025 22:06,CUST000000257797,678645,1,2E+12,1,GBP,25,0%,2,web,SAVE50
9/1/2025,9/1/2025 9:21,CUST000000196893,678646,1,2E+12,Two,INR,3004,7%,1011,app,
9/1/2025,9/1/2025 1:18,CUST000000013715,678647,1,2E+12,1,INR,6240,0%,313,web,
9/1/2025,9/1/2025 15:55,CUST000000258512,678648,1,2E+12,1,INR,8137,2%,398,web,
9/1/2025,9/1/2025 15:55,CUST000000258512,678648,2,2E+12,1,INR,557,0%,28,web,
9/1/2025,9/1/2025 2:28,CUST000000003362,678649,1,2E+12,1,INR,4852,3%,567,web,PRIME5
9/1/2025,9/1/2025 2:28,CUST000000003362,678649,2,2E+12,Two,INR,7208,17%,1429,web,PRIME5
9/1/2025,9/1/2025 2:28,CUST000000003362,678649,3,2E+12,Two,INR,4768,19%,387,web,PRIME5
9/1/2025,9/1/2025 19:15,CUST000000182468,678650,1,2E+12,1,CAD,166,10%,8,app,
9/1/2025,9/1/2025 19:15,CUST000000182468,678650,2,2E+12,1,CAD,254,20%,11,app,
9/1/2025,9/1/2025 21:39,CUST000000012042,678651,1,2E+12,1,INR,1992,16%,202,web,
9/1/2025,9/1/2025 21:39,CUST000000012042,678651,2,2E+12,Two,INR,3035,10%,274,web,
9/1/2025,9/1/2025 20:30,CUST000000018733,678652,1,2E+12,1,USD,$837 ,3%,147,web,
9/1/2025,9/1/2025 20:30,CUST000000018733,678652,2,2E+12,1,USD,$38 ,7%,2,web,
9/1/2025,9/1/2025 20:30,CUST000000018733,678652,3,2E+12,1,USD,$19 ,25%,2,web,
9/1/2025,9/1/2025 16:24,CUST000000115231,678653,1,2E+12,1,USD,$4 ,13%,1,app,NEW10
9/1/2025,9/1/2025 12:05,CUST000000046311,678654,1,2E+12,1,INR,2475,0%,298,web,
9/1/2025,9/1/2025 19:04,CUST000000114089,678655,1,2E+12,1,AED,19,9%,1,web,
9/1/2025,9/1/2025 5:42,CUST000000056728,678656,1,2E+12,1,INR,3743,0%,188,app,
9/1/2025,9/1/2025 9:06,CUST000000086421,678657,1,2E+12,1,SGD,41,6%,5,app,FEST20
9/1/2025,9/1/2025 22:29,CUST000000161921,678658,1,2E+12,1,INR,427,0%,77,app,
9/1/2025,9/1/2025 22:29,CUST000000161921,678658,2,2E+12,Two,INR,2020,14%,174,app,
9/1/2025,9/1/2025 4:41,CUST000000230382,678659,1,2E+12,Two,INR,5258,1%,1871,web,
9/1/2025,9/1/2025 4:41,CUST000000230382,678659,2,2E+12,1,INR,2971,21%,424,web,
9/1/2025,9/1/2025 21:09,CUST000000056021,678660,1,2E+12,1,USD,$21 ,3%,2,app,
9/1/2025,9/1/2025 20:08,CUST000000054561,678661,1,2E+12,1,INR,1737,16%,176,app,PRIME5
9/1/2025,9/1/2025 20:08,CUST000000054561,678661,2,2E+12,3,INR,5928,21%,1682,app,PRIME5
9/1/2025,9/1/2025 20:08,CUST000000054561,678661,3,2E+12,1,INR,499,15%,51,app,PRIME5
9/1/2025,9/1/2025 8:50,CUST000000197392,678662,1,2E+12,1,USD,$10 ,12%,2,app,NEW10
9/1/2025,9/1/2025 8:50,CUST000000197392,678662,2,2E+12,1,USD,$12 ,7%,2,app,NEW10
9/1/2025,9/1/2025 9:12,CUST000000023463,678663,1,2E+12,1,INR,999,0%,120,app,
9/1/2025,9/1/2025 20:44,CUST000000054314,678664,1,2E+12,1,INR,7803,16%,791,app,FEST20
9/1/2025,9/1/2025 0:47,CUST000000003032,678665,1,2E+12,1,USD,$30 ,7%,4,web,PRIME5
9/1/2025,9/1/2025 17:05,CUST000000254054,678666,1,2E+12,Two,INR,4066,0%,407,app,SAVE50
9/1/2025,9/1/2025 16:17,CUST000000053085,678667,1,2E+12,Two,GBP,1165,0%,280,app,
9/1/2025,9/1/2025 20:40,CUST000000091872,678668,1,2E+12,1,INR,5225,11%,839,web,
9/1/2025,9/1/2025 12:01,CUST000000247712,678669,1,2E+12,1,INR,545,26%,49,app,
9/1/2025,9/1/2025 11:50,CUST000000216812,678670,1,2E+12,1,INR,15051,21%,1430,web,
9/1/2025,9/1/2025 16:32,CUST000000213950,678671,1,2E+12,1,GBP,498,10%,82,app,PRIME5
9/1/2025,9/1/2025 12:54,CUST000000035407,678672,1,2E+12,1,AED,69,15%,8,app,
9/1/2025,9/1/2025 12:54,CUST000000035407,678672,2,2E+12,1,AED,360,2%,64,app,
9/1/2025,9/1/2025 4:36,CUST000000034781,678673,1,2E+12,1,AED,661,8%,31,web,NEW10
9/1/2025,9/1/2025 12:54,CUST000000265319,678674,1,2E+12,1,SGD,31,7%,2,app,
9/1/2025,9/1/2025 12:54,CUST000000265319,678674,2,2E+12,Two,SGD,1406,0%,338,app,
9/1/2025,9/1/2025 0:15,CUST000000116159,678675,1,2E+12,1,INR,4509,6%,763,web,NEW10
9/1/2025,9/1/2025 22:39,CUST000000189316,678676,1,2E+12,1,INR,51061,12%,5391,app,
9/1/2025,9/1/2025 4:29,CUST000000152704,678677,1,2E+12,1,GBP,69,12%,8,web,
9/1/2025,9/1/2025 20:07,CUST000000221920,678678,1,2E+12,Two,AED,76,9%,17,app,
9/1/2025,9/1/2025 20:07,CUST000000221920,678678,2,2E+12,1,AED,32,0%,2,app,
9/1/2025,9/1/2025 20:07,CUST000000221920,678678,3,2E+12,1,AED,1737,2%,204,app,
9/1/2025,9/1/2025 20:07,CUST000000221920,678678,4,2E+12,1,AED,12,5%,2,app,
9/1/2025,9/1/2025 16:49,CUST000000126029,678679,1,2E+12,1,INR,2933,22%,276,web,
9/1/2025,9/1/2025 16:49,CUST000000126029,678679,2,2E+12,1,INR,798,6%,135,web,
9/1/2025,9/1/2025 4:10,CUST000000101328,678680,1,2E+12,1,USD,$168 ,5%,9,web,
9/1/2025,9/1/2025 13:56,CUST000000126440,678681,1,2E+12,1,INR,3146,5%,150,app,FEST20
9/1/2025,9/1/2025 13:56,CUST000000126440,678681,2,2E+12,1,INR,8353,11%,374,app,FEST20
9/1/2025,9/1/2025 13:56,CUST000000126440,678681,3,2E+12,1,INR,6120,16%,620,app,FEST20
9/1/2025,9/1/2025 16:04,CUST000000205507,678682,1,2E+12,1,INR,9648,9%,441,web,NEW10
9/1/2025,9/1/2025 5:24,CUST000000246403,678683,1,2E+12,1,AED,150,16%,23,app,PRIME5
9/1/2025,9/1/2025 17:26,CUST000000051900,678684,1,2E+12,1,INR,36960,8%,1708,web,
9/1/2025,9/1/2025 13:48,CUST000000026522,678685,1,2E+12,Two,INR,5543,26%,1486,app,
9/1/2025,9/1/2025 2:14,CUST000000024725,678686,1,2E+12,1,INR,2333,17%,232,web,
9/1/2025,9/1/2025 20:37,CUST000000139665,678687,1,2E+12,1,USD,$41 ,11%,7,app,
9/1/2025,9/1/2025 22:51,CUST000000277530,678688,1,2E+12,1,INR,1293,0%,155,web,FEST20
9/1/2025,9/1/2025 22:51,CUST000000277530,678688,2,2E+12,1,INR,15936,12%,1675,web,FEST20
9/1/2025,9/1/2025 22:51,CUST000000277530,678688,3,2E+12,1,INR,4902,11%,785,web,FEST20
9/1/2025,9/1/2025 22:51,CUST000000277530,678688,4,2E+12,1,INR,2437,14%,251,web,FEST20
9/1/2025,9/1/2025 3:43,CUST000000131294,678689,1,2E+12,1,GBP,20,5%,3,web,
9/1/2025,9/1/2025 3:43,CUST000000131294,678689,2,2E+12,3,GBP,8,4%,2,web,
9/1/2025,9/1/2025 1:07,CUST000000002484,678690,1,2E+12,Two,AED,71,8%,7,app,FEST20
9/1/2025,9/1/2025 12:49,CUST000000007827,678691,1,2E+12,Two,AED,3145,20%,252,app,
9/1/2025,9/1/2025 12:49,CUST000000007827,678691,2,2E+12,1,AED,267,15%,41,app,
9/1/2025,9/1/2025 12:49,CUST000000007827,678691,3,2E+12,1,AED,134,8%,23,app,
9/1/2025,9/1/2025 12:49,CUST000000007827,678691,4,2E+12,4,AED,318,3%,149,app,
9/1/2025,9/1/2025 10:20,CUST000000259909,678692,1,2E+12,Two,INR,15326,10%,4955,web,
9/1/2025,9/1/2025 10:20,CUST000000259909,678692,2,2E+12,Two,INR,4287,19%,836,web,
9/1/2025,9/1/2025 10:20,CUST000000259909,678692,3,2E+12,3,INR,2473,6%,836,web,
9/1/2025,9/1/2025 0:17,CUST000000061465,678693,1,2E+12,1,AED,46,10%,8,app,
9/1/2025,9/1/2025 9:16,CUST000000055757,678694,1,2E+12,1,INR,764,0%,92,app,
9/1/2025,9/1/2025 23:36,CUST000000051643,678695,1,2E+12,1,GBP,123,10%,6,web,NEW10
9/1/2025,9/1/2025 23:36,CUST000000051643,678695,2,2E+12,1,GBP,104,5%,12,web,NEW10
9/1/2025,9/1/2025 0:27,CUST000000110378,678696,1,2E+12,Two,CAD,24,13%,6,web,
9/1/2025,9/1/2025 0:27,CUST000000110378,678696,2,2E+12,1,CAD,17,20%,1,web,
9/1/2025,9/1/2025 18:57,CUST000000042369,678697,1,2E+12,1,INR,5049,11%,224,web,
9/1/2025,9/1/2025 13:41,CUST000000077349,678698,1,2E+12,1,USD,$30 ,9%,6,web,PRIME5
9/1/2025,9/1/2025 13:41,CUST000000077349,678698,2,2E+12,1,USD,$18 ,19%,2,web,PRIME5
9/1/2025,9/1/2025 13:41,CUST000000077349,678698,3,2E+12,1,USD,$128 ,6%,22,web,PRIME5
9/1/2025,9/1/2025 13:02,CUST000000272638,678699,1,2E+12,1,INR,2195,7%,246,app,
9/1/2025,9/1/2025 13:02,CUST000000272638,678699,2,2E+12,1,INR,804,18%,79,app,
9/1/2025,9/1/2025 13:02,CUST000000272638,678699,3,2E+12,1,INR,1195,10%,195,app,
9/1/2025,9/1/2025 13:02,CUST000000272638,678699,4,2E+12,Two,INR,745,15%,228,app,
9/1/2025,9/1/2025 13:02,CUST000000272638,678699,5,2E+12,1,INR,1989,24%,181,app,
9/1/2025,9/1/2025 10:47,CUST000000172720,678700,1,2E+12,1,GBP,93,15%,4,web,NEW10
9/1/2025,9/1/2025 12:38,CUST000000267084,678701,1,2E+12,1,INR,80218,8%,3697,app,PRIME5
9/1/2025,9/1/2025 19:10,CUST000000106103,678702,1,2E+12,1,AUD,111,6%,13,web,
9/1/2025,9/1/2025 19:10,CUST000000106103,678702,2,2E+12,1,AUD,14,4%,3,web,
9/1/2025,9/1/2025 23:04,CUST000000037042,678703,1,2E+12,Two,INR,1783,16%,151,web,
9/1/2025,9/1/2025 23:04,CUST000000037042,678703,2,2E+12,1,INR,357,0%,65,web,
9/1/2025,9/1/2025 23:04,CUST000000037042,678703,3,2E+12,1,INR,990,0%,179,web,
9/1/2025,9/1/2025 3:56,CUST000000196242,678704,1,2E+12,Two,INR,3529,0%,848,web,SAVE50
9/1/2025,9/1/2025 12:09,CUST000000223772,678705,1,2E+12,1,INR,250,0%,31,web,PRIME5
9/1/2025,9/1/2025 12:09,CUST000000223772,678705,2,2E+12,3,INR,1403,12%,445,web,PRIME5
9/1/2025,9/1/2025 9:54,CUST000000289352,678706,1,2E+12,1,AUD,60,0%,8,app,
9/1/2025,9/1/2025 19:56,CUST000000209931,678707,1,2E+12,Two,INR,13974,14%,4330,app,
9/1/2025,9/1/2025 4:08,CUST000000113156,678708,1,2E+12,1,GBP,514,1%,92,app,
9/1/2025,9/1/2025 19:07,CUST000000002636,678709,1,2E+12,1,USD,$829 ,19%,34,app,
9/1/2025,9/1/2025 2:41,CUST000000022971,678710,1,2E+12,1,INR,5873,20%,237,app,
9/1/2025,9/1/2025 18:26,CUST000000044343,678711,1,2E+12,3,USD,$44 ,0%,7,web,NEW10
9/1/2025,9/1/2025 17:33,CUST000000284867,678712,1,2E+12,1,INR,1284,21%,51,web,
9/1/2025,9/1/2025 17:33,CUST000000284867,678712,2,2E+12,1,INR,3433,16%,145,web,
9/1/2025,9/1/2025 17:33,CUST000000284867,678712,3,2E+12,1,INR,39994,17%,3984,web,
9/1/2025,9/1/2025 17:33,CUST000000284867,678712,4,2E+12,1,INR,3920,0%,471,web,
9/1/2025,9/1/2025 10:55,CUST000000036362,678713,1,2E+12,1,USD,$13 ,0%,2,web,FEST20
9/1/2025,9/1/2025 4:02,CUST000000297591,678714,1,2E+12,1,GBP,25,7%,3,app,
9/1/2025,9/1/2025 1:07,CUST000000198003,678715,1,2E+12,1,SGD,9,4%,1,web,FEST20
9/1/2025,9/1/2025 1:07,CUST000000198003,678715,2,2E+12,1,SGD,62,12%,7,web,FEST20
9/1/2025,9/1/2025 16:27,CUST000000239540,678716,1,2E+12,1,GBP,9,9%,2,app,SAVE50
9/1/2025,9/1/2025 21:49,CUST000000087325,678717,1,2E+12,1,SGD,1532,0%,184,app,FEST20
9/1/2025,9/1/2025 2:51,CUST000000148097,678718,1,2E+12,1,INR,332,16%,51,app,
9/1/2025,9/1/2025 15:59,CUST000000074665,678719,1,2E+12,1,GBP,703,19%,29,app,
9/1/2025,9/1/2025 15:59,CUST000000074665,678719,2,2E+12,4,GBP,76,9%,14,app,
9/1/2025,9/1/2025 3:54,CUST000000005810,678720,1,2E+12,1,INR,903,0%,108,web,SAVE50
9/1/2025,9/1/2025 2:35,CUST000000062473,678721,1,2E+12,1,INR,70508,24%,6461,web,
9/1/2025,9/1/2025 2:35,CUST000000062473,678721,2,2E+12,1,INR,49532,16%,5015,web,
9/1/2025,9/1/2025 0:09,CUST000000005412,678722,1,2E+12,1,INR,999,17%,42,app,PRIME5
9/1/2025,9/1/2025 9:00,CUST000000189157,678723,1,2E+12,1,INR,13724,10%,1487,web,FEST20
9/1/2025,9/1/2025 7:18,CUST000000055331,678724,1,2E+12,Two,INR,7833,12%,2475,web,FEST20
9/1/2025,9/1/2025 7:18,CUST000000055331,678724,2,2E+12,Two,INR,1200,4%,276,web,FEST20
9/1/2025,9/1/2025 14:33,CUST000000112219,678725,1,2E+12,1,GBP,19,9%,1,app,
9/1/2025,9/1/2025 14:33,CUST000000112219,678725,2,2E+12,1,GBP,741,0%,90,app,
9/1/2025,9/1/2025 3:24,CUST000000007585,678726,1,2E+12,Two,CAD,23,16%,3,web,
9/1/2025,9/1/2025 3:24,CUST000000007585,678726,2,2E+12,Two,CAD,9,14%,1,web,
9/1/2025,9/1/2025 3:24,CUST000000007585,678726,3,2E+12,1,CAD,93,5%,17,web,
9/1/2025,9/1/2025 6:54,CUST000000137465,678727,1,2E+12,Two,INR,9001,4%,860,web,
9/1/2025,9/1/2025 6:54,CUST000000137465,678727,2,2E+12,1,INR,11194,15%,1143,web,
9/1/2025,9/1/2025 6:30,CUST000000226766,678728,1,2E+12,1,USD,$51 ,16%,8,app,
9/1/2025,9/1/2025 4:57,CUST000000110820,678729,1,2E+12,1,SGD,88,16%,4,web,
9/1/2025,9/1/2025 1:25,CUST000000289309,678730,1,2E+12,1,INR,52101,10%,2352,app,
9/1/2025,9/1/2025 19:31,CUST000000248327,678731,1,2E+12,1,INR,2313,0%,278,web,
9/1/2025,9/1/2025 19:39,CUST000000170271,678732,1,2E+12,Two,CAD,530,8%,118,app,NEW10
9/1/2025,9/1/2025 8:20,CUST000000008389,678733,1,2E+12,1,GBP,77,0%,4,web,PRIME5
9/1/2025,9/1/2025 8:20,CUST000000008389,678733,2,2E+12,Two,GBP,12,16%,2,web,PRIME5
9/1/2025,9/1/2025 8:20,CUST000000008389,678733,3,2E+12,Two,GBP,633,0%,153,web,PRIME5
9/1/2025,9/1/2025 8:20,CUST000000008389,678733,4,2E+12,1,GBP,28,0%,2,web,PRIME5
9/1/2025,9/1/2025 13:21,CUST000000107737,678734,1,2E+12,1,INR,786,4%,91,app,NEW10
9/1/2025,9/1/2025 16:47,CUST000000028858,678735,1,2E+12,1,INR,8008,6%,1355,app,PRIME5
9/1/2025,9/1/2025 13:56,CUST000000264252,678736,1,2E+12,Two,INR,4555,0%,1640,app,
9/1/2025,9/1/2025 13:56,CUST000000264252,678736,2,2E+12,1,INR,4828,1%,239,app,
9/1/2025,9/1/2025 15:47,CUST000000235790,678737,1,2E+12,1,INR,74469,14%,7642,app,
9/1/2025,9/1/2025 15:47,CUST000000235790,678737,2,2E+12,1,INR,86213,13%,9017,app,
9/1/2025,9/1/2025 14:22,CUST000000191001,678738,1,2E+12,1,AED,111,4%,6,web,
9/1/2025,9/1/2025 1:09,CUST000000259702,678739,1,2E+12,1,INR,4248,3%,741,web,FEST20
9/1/2025,9/1/2025 1:09,CUST000000259702,678739,2,2E+12,1,INR,1436,13%,224,web,FEST20
9/1/2025,9/1/2025 10:22,CUST000000254331,678740,1,2E+12,Two,INR,1331,19%,261,web,
9/1/2025,9/1/2025 16:02,CUST000000258330,678741,1,2E+12,1,INR,1629,0%,196,app,
9/1/2025,9/1/2025 10:07,CUST000000237927,678742,1,2E+12,1,USD,"$1,156 ",1%,207,app,
9/1/2025,9/1/2025 10:07,CUST000000237927,678742,2,2E+12,1,USD,$28 ,10%,4,app,
9/1/2025,9/1/2025 22:28,CUST000000092006,678743,1,2E+12,1,INR,16933,10%,765,app,FEST20
9/1/2025,9/1/2025 22:28,CUST000000092006,678743,2,2E+12,Two,INR,1289,15%,110,app,FEST20
9/1/2025,9/1/2025 22:28,CUST000000092006,678743,3,2E+12,1,INR,1223,6%,138,app,FEST20
9/1/2025,9/1/2025 7:36,CUST000000154046,678744,1,2E+12,1,USD,$38 ,9%,5,app,
9/1/2025,9/1/2025 5:47,CUST000000048825,678745,1,2E+12,1,INR,54400,2%,6419,app,
9/1/2025,9/1/2025 5:47,CUST000000048825,678745,2,2E+12,Two,INR,22300,16%,4488,app,
9/1/2025,9/1/2025 5:47,CUST000000048825,678745,3,2E+12,4,INR,56249,9%,24672,app,
9/1/2025,9/1/2025 22:53,CUST000000023034,678746,1,2E+12,Two,INR,7158,13%,1492,app,NEW10
9/1/2025,9/1/2025 20:37,CUST000000028505,678747,1,2E+12,1,INR,7300,15%,311,app,
9/1/2025,9/1/2025 10:00,CUST000000008795,678748,1,2E+12,Two,INR,4583,4%,440,app,
9/1/2025,9/1/2025 10:00,CUST000000008795,678748,2,2E+12,1,INR,4593,9%,502,app,
9/1/2025,9/1/2025 10:00,CUST000000008795,678748,3,2E+12,1,INR,6703,0%,805,app,
9/1/2025,9/1/2025 10:00,CUST000000008795,678748,4,2E+12,1,INR,2826,12%,299,app,
9/1/2025,9/1/2025 19:23,CUST000000276302,678749,1,2E+12,1,USD,$106 ,13%,12,web,
9/1/2025,9/1/2025 19:23,CUST000000276302,678749,2,2E+12,1,USD,$19 ,2%,4,web,
9/1/2025,9/1/2025 19:23,CUST000000276302,678749,3,2E+12,1,USD,$12 ,12%,2,web,
9/1/2025,9/1/2025 2:56,CUST000000032365,678750,1,2E+12,1,AED,249,13%,40,web,
9/1/2025,9/1/2025 16:28,CUST000000139345,678751,1,2E+12,1,INR,96185,7%,10704,app,NEW10
9/1/2025,9/1/2025 16:28,CUST000000139345,678751,2,2E+12,1,INR,2101,12%,223,app,NEW10
9/1/2025,9/1/2025 0:15,CUST000000165909,678752,1,2E+12,1,GBP,7,3%,2,web,
9/1/2025,9/1/2025 0:15,CUST000000165909,678752,2,2E+12,1,GBP,843,13%,37,web,
9/1/2025,9/1/2025 0:15,CUST000000165909,678752,3,2E+12,3,GBP,828,1%,297,web,
9/1/2025,9/1/2025 18:27,CUST000000097981,678753,1,2E+12,1,INR,585,6%,67,app,
9/1/2025,9/1/2025 13:05,CUST000000094841,678754,1,2E+12,4,INR,4432,4%,2046,app,NEW10
9/1/2025,9/1/2025 12:47,CUST000000027632,678755,1,2E+12,1,GBP,5,12%,1,app,FEST20
9/1/2025,9/1/2025 11:49,CUST000000166036,678756,1,2E+12,1,GBP,9,9%,1,web,FEST20
9/1/2025,9/1/2025 6:35,CUST000000085894,678757,1,2E+12,1,INR,15638,6%,1772,app,
9/1/2025,9/1/2025 13:17,CUST000000241845,678758,1,2E+12,Two,INR,2294,3%,535,app,
9/1/2025,9/1/2025 13:17,CUST000000000052,678759,1,2E+12,1,AUD,151,0%,19,web,
9/1/2025,9/1/2025 12:21,CUST000000272908,678760,1,2E+12,1,INR,3093,2%,365,app,SAVE50
9/1/2025,9/1/2025 12:21,CUST000000272908,678760,2,2E+12,1,INR,836,13%,88,app,SAVE50
9/1/2025,9/1/2025 17:49,CUST000000172588,678761,1,2E+12,1,SGD,1537,7%,72,app,
9/1/2025,9/1/2025 12:09,CUST000000217747,678762,1,2E+12,Two,INR,62914,0%,6292,web,
9/1/2025,9/1/2025 12:09,CUST000000217747,678762,2,2E+12,1,INR,659,10%,108,web,
9/1/2025,9/1/2025 15:11,CUST000000222277,678763,1,2E+12,1,USD,$173 ,7%,20,web,PRIME5
9/1/2025,9/1/2025 15:11,CUST000000222277,678763,2,2E+12,1,USD,$15 ,15%,1,web,PRIME5
9/1/2025,9/1/2025 22:30,CUST000000272802,678764,1,2E+12,1,INR,421,0%,51,app,
9/1/2025,9/1/2025 22:30,CUST000000272802,678764,2,2E+12,Two,INR,26874,12%,5675,app,
9/1/2025,9/1/2025 22:30,CUST000000272802,678764,3,2E+12,1,INR,11050,4%,1909,app,
9/1/2025,9/1/2025 22:30,CUST000000272802,678764,4,2E+12,1,INR,547,9%,25,app,
9/1/2025,9/1/2025 13:55,CUST000000174905,678765,1,2E+12,Two,USD,$30 ,3%,11,web,NEW10
9/1/2025,9/1/2025 22:34,CUST000000014672,678766,1,2E+12,Two,AUD,28,0%,7,app,
9/1/2025,9/1/2025 9:10,CUST000000022116,678767,1,2E+12,1,GBP,54,1%,7,app,
9/1/2025,9/1/2025 1:01,CUST000000224564,678768,1,2E+12,1,INR,4078,2%,721,app,PRIME5
9/1/2025,9/1/2025 21:51,CUST000000243461,678769,1,2E+12,1,INR,4919,6%,558,app,
9/1/2025,9/1/2025 21:51,CUST000000243461,678769,2,2E+12,1,INR,2020,7%,225,app,
9/1/2025,9/1/2025 18:30,CUST000000177471,678770,1,2E+12,1,INR,21294,11%,2280,web,
9/1/2025,9/1/2025 21:19,CUST000000028319,678771,1,2E+12,1,INR,355,13%,37,web,
9/1/2025,9/1/2025 21:19,CUST000000028319,678771,2,2E+12,1,INR,1290,11%,58,web,
9/1/2025,9/1/2025 20:49,CUST000000184772,678772,1,2E+12,1,INR,1125,0%,203,app,
9/1/2025,9/1/2025 14:49,CUST000000014581,678773,1,2E+12,3,INR,6559,0%,2362,web,
9/1/2025,9/1/2025 14:49,CUST000000014581,678773,2,2E+12,1,INR,2897,0%,348,web,
9/1/2025,9/1/2025 22:23,CUST000000163801,678774,1,2E+12,1,INR,1583,6%,178,web,FEST20
9/1/2025,9/1/2025 22:23,CUST000000163801,678774,2,2E+12,1,INR,83069,29%,10544,web,FEST20
9/1/2025,9/1/2025 15:20,CUST000000272213,678775,1,2E+12,1,INR,2702,13%,281,app,
9/1/2025,9/1/2025 17:44,CUST000000208768,678776,1,2E+12,1,INR,2005,0%,241,app,
9/1/2025,9/1/2025 17:44,CUST000000208768,678776,2,2E+12,Two,INR,37956,8%,3478,app,
9/1/2025,9/1/2025 20:37,CUST000000204565,678777,1,2E+12,4,GBP,46,15%,20,app,
9/1/2025,9/1/2025 16:37,CUST000000024029,678778,1,2E+12,1,INR,2664,0%,320,web,
9/1/2025,9/1/2025 22:22,CUST000000063220,678779,1,2E+12,1,INR,1396,5%,67,app,
9/1/2025,9/1/2025 22:22,CUST000000063220,678779,2,2E+12,1,INR,2575,10%,280,app,
9/1/2025,9/1/2025 22:22,CUST000000063220,678779,3,2E+12,1,INR,1168,20%,47,app,
9/1/2025,9/1/2025 3:31,CUST000000249648,678780,1,2E+12,1,USD,$44 ,22%,7,web,FEST20
9/1/2025,9/1/2025 3:31,CUST000000249648,678780,2,2E+12,1,USD,"$1,090 ",19%,107,web,FEST20
9/1/2025,9/1/2025 5:19,CUST000000227013,678781,1,2E+12,1,AED,130,12%,6,app,
9/1/2025,9/1/2025 2:04,CUST000000253263,678782,1,2E+12,1,INR,507,0%,61,web,FEST20
9/1/2025,9/1/2025 2:04,CUST000000253263,678782,2,2E+12,Two,INR,2884,15%,591,web,FEST20
9/1/2025,9/1/2025 2:04,CUST000000253263,678782,3,2E+12,Two,INR,676,20%,195,web,FEST20
9/1/2025,9/1/2025 14:20,CUST000000085735,678783,1,2E+12,Two,INR,29457,7%,9908,web,PRIME5
9/1/2025,9/1/2025 14:20,CUST000000085735,678783,2,2E+12,1,INR,1809,0%,91,web,PRIME5
9/1/2025,9/1/2025 14:20,CUST000000085735,678783,3,2E+12,1,INR,40738,3%,4755,web,PRIME5
9/1/2025,9/1/2025 14:20,CUST000000085735,678783,4,2E+12,1,INR,2333,16%,235,web,PRIME5
9/1/2025,9/1/2025 14:20,CUST000000085735,678783,5,2E+12,1,INR,83362,7%,9306,web,PRIME5
9/1/2025,9/1/2025 6:53,CUST000000220206,678784,1,2E+12,Two,INR,4577,1%,1083,web,
9/1/2025,9/1/2025 6:53,CUST000000220206,678784,2,2E+12,1,INR,1340,0%,161,web,
9/1/2025,9/1/2025 6:32,CUST000000195204,678785,1,2E+12,Two,INR,4757,10%,1028,app,
9/1/2025,9/1/2025 6:32,CUST000000195204,678785,2,2E+12,1,INR,10760,5%,1229,app,
9/1/2025,9/1/2025 6:32,CUST000000195204,678785,3,2E+12,1,INR,1739,0%,87,app,
9/1/2025,9/1/2025 1:43,CUST000000285500,678786,1,2E+12,1,INR,3849,15%,391,web,
9/1/2025,9/1/2025 18:13,CUST000000276767,678787,1,2E+12,1,INR,81089,12%,3571,app,
9/1/2025,9/1/2025 18:13,CUST000000276767,678787,2,2E+12,1,INR,575,11%,62,app,
9/1/2025,9/1/2025 0:38,CUST000000153886,678788,1,2E+12,1,INR,1567,0%,189,web,
9/1/2025,9/1/2025 3:09,CUST000000112261,678789,1,2E+12,1,AUD,27,8%,4,app,
9/1/2025,9/1/2025 3:09,CUST000000112261,678789,2,2E+12,1,AUD,523,11%,24,app,
9/1/2025,9/1/2025 3:09,CUST000000112261,678789,3,2E+12,4,AUD,48,13%,21,app,
9/1/2025,9/1/2025 3:09,CUST000000112261,678789,4,2E+12,1,AUD,1003,11%,108,app,
9/1/2025,9/1/2025 17:11,CUST000000039380,678790,1,2E+12,1,AED,260,20%,26,web,
9/1/2025,9/1/2025 19:07,CUST000000262512,678791,1,2E+12,1,AED,175,0%,32,web,
9/1/2025,9/1/2025 19:07,CUST000000262512,678791,2,2E+12,1,AED,48,12%,6,web,
9/1/2025,9/1/2025 19:07,CUST000000262512,678791,3,2E+12,1,AED,2132,10%,97,web,
9/1/2025,9/1/2025 0:56,CUST000000223901,678792,1,2E+12,Two,CAD,69,10%,23,app,
9/1/2025,9/1/2025 0:56,CUST000000223901,678792,2,2E+12,1,CAD,67,21%,7,app,
